摘要,应用版本,错误次数,最后发生时间,dSYM UUID,CPU Type,错误堆栈,Symbol 1,Symbol 2,Symbol 3
Tried to pop to a view controller that doesn't exist.,1.2.1,1,2018-01-16 15:48:39,730FDDBE-591B-3374-A944-8B37ED2E2DA6,arm64,"[""Tried to pop to a view controller that doesn't exist."", ""(null)"", ""(("", ""\t0   CoreFoundation                      0x0000000184102ff8 <redacted> + 148"", ""\t1   libobjc.A.dylib                     0x0000000182b64538 objc_exception_throw + 56"", ""\t2   CoreFoundation                      0x0000000184102eb4 <redacted> + 0"", ""\t3   Foundation                          0x0000000184b9b760 <redacted> + 112"", ""\t4   UIKit                               0x000000018a5bf524 <redacted> + 312"", ""\t5   UIKit                               0x000000018a306ad4 <redacted> + 684"", ""\t6   XTJMall                             0x100061bf4 __48-[XTJOrderPaymentPageVC customInitNavigationBar]_block_invoke_2 + 200"", ""\t7   XTJMall                             0x100284608 __70+[UIAlertController(XTJ) alertControllerWithTitle:message:type:block:]_block_invoke.27 + 124"", ""\t8   UIKit                               0x000000018a6d42f4 <redacted> + 108"", ""\t9   UIKit                               0x000000018a6d4c10 <redacted> + 28"", ""\t10  UIKit                               0x000000018a582268 <redacted> + 1316"", ""\t11  UIKit                               0x000000018a585a58 <redacted> + 188"", ""\t12  UIKit                               0x000000018a359590 <redacted> + 116"", ""\t13  UIKit                               0x000000018a26d538 <redacted> + 492"", ""\t14  UIKit                               0x000000018a26d060 <redacted> + 312"", ""\t15  UIKit                               0x000000018a26ce7c <redacted> + 160"", ""\t16  QuartzCore                          0x000000018741e0d4 <redacted> + 260"", ""\t17  libdispatch.dylib                   0x0000000100bfda10 _dispatch_client_callout + 16"", ""\t18  libdispatch.dylib                   0x0000000100c02b78 _dispatch_main_queue_callback_4CF + 1204"", ""\t19  CoreFoundation                      0x00000001840b10c8 <redacted> + 12"", ""\t20  CoreFoundation                      0x00000001840aece4 <redacted> + 1572"", ""\t21  CoreFoundation                      0x0000000183fdeda4 CFRunLoopRunSpecific + 424"", ""\t22  GraphicsServices                    0x0000000185a49074 GSEventRunModal + 100"", ""\t23  UIKit                               0x000000018a299c9c UIApplicationMain + 208"", ""\t24  XTJMall                             0x10011e0f4 main + 124"", ""\t25  libdyld.dylib                       0x0000000182fed59c <redacted> + 4"", "")"", """", ""dSYM UUID: 730FDDBE-591B-3374-A944-8B37ED2E2DA6"", ""CPU Type: arm64"", ""Slide Address: 0x0000000100000000"", ""Binary Image: XTJMall"", ""Base Address: 0x0000000100050000""]",0x100061bf4,0x100284608,0x10011e0f4
